"tagID","tagProjectID","mfgID","dateBin","type","codeset","manufacturer","model","lifespan","nomFreq","offsetFreq","period","periodSD","pulseLen","tsSg","tagDeployID","sdID","deploymentStatus","dtStart","dtEnd","tsStart","tsEnd","deferSec","speciesID","speciesName","motusScientificName","motusEnglishName","motusFrenchName","bandNumber","markerNumber","markerType","latitude","longitude","elevation","sex","age","weight","wing","tarsus","culmen","bill","head","fatScore","comments"
"32806","174","230","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.29580000042915344","14.899700164794922","0","2.5","1548966941.2889","20895","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32807","174","231","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.18250000476837158","14.900099754333496","0","2.5","1548966941.2889","20896","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32808","174","232","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.320499986410141","14.900199890136719","0","2.5","1548966941.2889","20897","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32809","174","233","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.2207999974489212","14.899999618530273","0","2.5","1548966941.2889","20898","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32810","174","234","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.21320000290870667","14.900099754333496","0","2.5","1548966941.2889","20899","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32811","174","235","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.23819999396800995","14.900099754333496","0","2.5","1548966941.2889","20900","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32812","174","236","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.5472999811172485","14.900199890136719","0","2.5","1548966941.2889","20901","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32813","174","237","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.3504999876022339","14.899700164794922","0.0008999999845400453","2.5","1548966941.2889","20902","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32814","174","238","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.3156999945640564","14.900199890136719","0","2.5","1548966941.2889","20903","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32815","174","239","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.12479999661445618","14.899999618530273","0","2.5","1548966941.2889","20904","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32816","174","241","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.5476999878883362","14.900099754333496","0","2.5","1548966941.2889","20905","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32817","174","242","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.05169999971985817","14.900199890136719","0","2.5","1548966941.2889","20906","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32818","174","243","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.0551999993622303","14.900099754333496","0","2.5","1548966941.2889","20907","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32819","174","244","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.15760000050067902","14.900099754333496","0","2.5","1548966941.2889","20908","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32820","174","245","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.0544000007212162","14.900099754333496","0","2.5","1548966941.2889","20909","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32821","174","246","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.12479999661445618","14.900199890136719","0","2.5","1548966941.2889","20910","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32822","174","247","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.4677000045776367","14.900099754333496","0","2.5","1548966941.2889","20911","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32823","174","248","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.3181999921798706","14.899999618530273","0","2.5","1548966941.2889","20912","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32824","174","249","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.03620000183582306","14.898599624633789","0","2.5","1548966941.2889","20913","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32825","174","250","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.251800000667572","14.900300025939941","0","2.5","1548966941.2889","20914","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32826","174","251","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.2872999906539917","14.899700164794922","0.0008999999845400453","2.5","1548966941.2889","20915","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32827","174","252","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.3271999955177307","14.900199890136719","0","2.5","1548966941.2889","20916","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32828","174","253","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.2526000142097473","14.900099754333496","0.00009999999747378752","2.5","1548966941.2889","20917","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32829","174","254","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.25679999589920044","14.898500442504883","0","2.5","1548966941.2889","20918","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32830","174","255","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.35019999742507935","14.898200035095215","0","2.5","1548966941.2889","20919","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32831","174","256","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.040800001472234726","14.898699760437012","0","2.5","1548966941.2889","20920","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32832","174","257","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.6435999870300293","14.898500442504883","0","2.5","1548966941.2889","20921","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32833","174","258","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.33559998869895935","14.898300170898438","0","2.5","1548966941.2889","20922","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32834","174","259","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.060600001364946365","14.898300170898438","0","2.5","1548966941.2889","20923","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32835","174","260","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.29100000858306885","14.898599624633789","0","2.5","1548966941.2889","20924","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32836","174","261","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.02019999921321869","14.898599624633789","0","2.5","1548966941.2889","20925","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32837","174","262","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.23360000550746918","14.898500442504883","0","2.5","1548966941.2889","20926","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32838","174","263","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.3163999915122986","14.89780044555664","0","2.5","1548966941.2889","20927","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32839","174","264","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.6200000047683716","14.89840030670166","0","2.5","1548966941.2889","20928","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32840","174","265","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.8040000200271606","14.89840030670166","0","2.5","1548966941.2889","20929","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32841","174","266","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.3208000063896179","14.898500442504883","0","2.5","1548966941.2889","20930","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32842","174","267","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.301800012588501","14.898599624633789","0","2.5","1548966941.2889","20931","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32843","174","269","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.2484000027179718","14.898300170898438","0","2.5","1548966941.2889","20932","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32844","174","270","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.13979999721050262","14.89840030670166","0","2.5","1548966941.2889","20933","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32845","174","271","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.09849999845027924","14.898200035095215","0.0008999999845400453","2.5","1548966941.2889","20934","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32846","174","272","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.20999999344348907","14.898500442504883","0","2.5","1548966941.2889","20935","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32847","174","273","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.3005000054836273","14.898500442504883","0","2.5","1548966941.2889","20936","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32848","174","274","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.049800001084804535","14.898500442504883","0.0000000017321000189696178","2.5","1548966941.2889","20937","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32849","174","275","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.31619998812675476","14.898500442504883","0","2.5","1548966941.2889","20938","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32850","174","276","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.18719999492168427","14.898599624633789","0","2.5","1548966941.2889","20939","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32851","174","277","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.29339998960494995","14.898599624633789","0.0000000009574300241510514","2.5","1548966941.2889","20940","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32852","174","278","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.3174000084400177","14.900300025939941","0","2.5","1548966941.2889","20941","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32853","174","279","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.29820001125335693","14.899200439453125","0.0020000000949949026","2.5","1548966941.2889","20942","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32854","174","280","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.25920000672340393","14.900099754333496","0","2.5","1548966941.2889","20943","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32855","174","281","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.1842000037431717","14.899999618530273","0","2.5","1548966941.2889","20944","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32856","174","282","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.14419999718666077","14.900099754333496","0","2.5","1548966941.2889","20945","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32857","174","283","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.24269999563694","14.899999618530273","0","2.5","1548966941.2889","20946","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32858","174","284","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.22460000216960907","14.900199890136719","0","2.5","1548966941.2889","20947","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32859","174","286","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.3086000084877014","14.900099754333496","0","2.5","1548966941.2889","20948","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32860","174","287","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.44350001215934753","14.900099754333496","0","2.5","1548966941.2889","20949","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32861","174","288","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.14900000393390656","14.899900436401367","0","2.5","1548966941.2889","20950","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32862","174","289","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.04600000008940697","14.8996000289917","0.0010000000474974513","2.5","1548966941.2889","20951","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32863","174","290","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.32260000705718994","14.900199890136719","0","2.5","1548966941.2889","20952","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32864","174","291","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.30379998683929443","14.899999618530273","0","2.5","1548966941.2889","20953","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32865","174","293","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.03519999980926514","14.899999618530273","0","2.5","1548966941.2889","20954","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32866","174","294","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.11100000143051147","14.900199890136719","0","2.5","1548966941.2889","20955","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32867","174","295","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.06800000369548798","14.899499893188477","0.0008999999845400453","2.5","1548966941.2889","20956","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32868","174","296","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.1096000000834465","14.900199890136719","0","2.5","1548966941.2889","20957","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32869","174","297","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.0658000037074089","14.899900436401367","0","2.5","1548966941.2889","20958","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32870","174","298","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.0560000017285347","14.899999618530273","0","2.5","1548966941.2889","20959","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32871","174","299","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.031199999153614044","14.900199890136719","0","2.5","1548966941.2889","20960","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"32872","174","300","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","0.30880001187324524","14.89840030670166","0","2.5","1548966941.2889","20961","","active","2019-02-01 00:00:00 +00:00","","1548979200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
"33015","174","240","2019-1","ID","Lotek4","Lotek","NTQB2-4-2S","739","166.3800048828125","-0.025699999183416367","14.900099754333496","0","2.5","1549898166.95","21403","","active","2019-02-11 00:00:00 +00:00","","1549843200","","0.0","4670","Calidris canutus","Calidris canutus","Red Knot","Bécasseau maubèche","","","","","","","","","","","","","","","",""
